         128959544 function calls (128371904 primitive calls) in 467.918 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _browser.py:81(<lambda>)
        1    0.000    0.000    0.000    0.000 record.py:104(CreateContext)
        9    0.000    0.000    0.000    0.000 inspect.py:405(_has_coroutine_mark)
        7    0.000    0.000    0.000    0.000 shape.py:25(__init__)
      183    0.000    0.000    0.000    0.000 six.py:570(create_unbound_method)
        1    0.000    0.000    0.000    0.000 events.py:652(BaseDefaultEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 _network.py:1008(RawHeaders)
        1    0.000    0.000    0.000    0.000 script_key.py:1(<module>)
       19    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1285(_sanity_check)
        9    0.000    0.000    0.000    0.000 {built-in method sys.exc_info}
        1    0.000    0.000    0.000    0.000 event.py:333(SelectionRequest)
        1    0.000    0.000    0.000    0.000 request.py:308(ListProperties)
        5    0.000    0.000    0.000    0.000 <frozen _collections_abc>:182(__subclasshook__)
        1    0.000    0.000    0.000    0.000 streams.py:491(feed_eof)
        1    0.000    0.000    0.000    0.000 xinerama.py:70(GetState)
        1    0.000    0.000    0.000    0.000 process_lock.py:160(_do_close)
        1    0.000    0.000    0.000    0.000 case.py:45(_Outcome)
        6    0.000    0.000    0.000    0.000 parse.py:205(_hostinfo)
       24    0.000    0.000    0.000    0.000 rq.py:419(__init__)
        5    0.000    0.000    0.000    0.000 {method 'getsockopt' of '_socket.socket' objects}
        2    0.000    0.000    0.000    0.000 selectors.py:588(_can_use)
        1    0.000    0.000    0.000    0.000 request.py:243(GetAtomName)
        1    0.000    0.000    0.000    0.000 display.py:61(_cmd)
        2    0.000    0.000    0.000    0.000 {built-in method zlib.decompressobj}
       32    0.000    0.000    0.000    0.000 streams.py:99(at_eof)
       15    0.000    0.000    0.000    0.000 threading.py:1234(daemon)
        1    0.000    0.000    0.000    0.000 screensaver.py:177(Notify)
        1    0.000    0.000    0.000    0.000 debugger.py:1282(ScriptFailedToParse)
       11    0.000    0.000    0.000    0.000 {method 'rfind' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 strategy_randomizer.py:9(StrategyRandomizer)
        1    0.000    0.000    0.000    0.000 mouse_button.py:1(<module>)
        1    0.000    0.000    0.000    0.000 request.py:953(CopyPlane)
        1    0.000    0.000    0.000    0.000 event.py:310(PropertyNotify)
        5    0.000    0.000    0.000    0.000 selectors.py:209(__init__)
        2    0.000    0.000    0.000    0.000 headers.py:231(parse_connection_option)
        1    0.000    0.000    0.000    0.000 request.py:1585(GetPointerControl)
        1    0.000    0.000    0.000    0.000 poolmanager.py:199(__init__)
        2    0.000    0.000    0.000    0.000 idna.py:155(encode)
        1    0.000    0.000    0.000    0.000 request.py:937(CopyArea)
        1    0.000    0.000    0.000    0.000 request.py:1322(StoreNamedColor)
        1    0.000    0.000    0.000    0.000 request.py:1573(ChangePointerControl)
        1    0.000    0.000    0.000    0.000 randr.py:1172(ScreenChangeNotify)
        1    0.000    0.000    0.000    0.000 feedparser.py:52(__init__)
        1    0.000    0.000    0.000    0.000 request.py:336(GetSelectionOwner)
      257    0.000    0.000    0.000    0.000 hmac.py:20(<genexpr>)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:865(__contains__)
        1    0.000    0.000    0.000    0.000 NodeFilter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 xinerama.py:93(GetScreenCount)
        1    0.000    0.000    0.000    0.000 request.py:1707(SetPointerMapping)
        1    0.000    0.000    0.000    0.000 event.py:347(SelectionNotify)
        1    0.000    0.000    0.000    0.000 request.py:1638(ChangeHosts)
        5    0.000    0.000    0.000    0.000 socket.py:522(type)
        1    0.000    0.000    0.000    0.000 event.py:96(Focus)
        1    0.000    0.000    0.000    0.000 request.py:1119(ImageText8)
        1    0.000    0.000    0.000    0.000 abstractdisplay.py:58(redirect_display)
        4    0.000    0.000    0.000    0.000 futures.py:126(_make_cancelled_error)
       10    0.000    0.000    0.000    0.000 threading.py:311(_acquire_restore)
        1    0.000    0.000    0.000    0.000 client.py:218(_read_headers)
        1    0.000    0.000    0.000    0.000 nest_asyncio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 process_lock.py:205(unlock)
        1    0.000    0.000    0.000    0.000 request.py:1603(SetScreenSaver)
        1    0.000    0.000    0.000    0.000 event.py:179(DestroyNotify)
        5    0.000    0.000    0.000    0.000 _policybase.py:319(header_fetch_parse)
        2    0.000    0.000    0.000    0.000 charset.py:206(__init__)
        6    0.000    0.000    0.000    0.000 _parser.py:893(_parse_flags)
       37    0.000    0.000    0.000    0.000 {method 'done' of '_asyncio.Future' objects}
       25    0.000    0.000    0.000    0.000 {method 'cancelling' of '_asyncio.Task' objects}
        1    0.000    0.000    0.000    0.000 randr.py:1076(GetOutputPrimary)
        1    0.000    0.000    0.000    0.000 ipaddress.py:671(_BaseNetwork)
        1    0.000    0.000    0.000    0.000 queues.py:33(__init__)
        1    0.000    0.000    0.000    0.000 xinerama.py:170(QueryScreens)
        1    0.000    0.000    0.000    0.000 page_utils.py:1(<module>)
        3    0.000    0.000    0.000    0.000 {built-in method posix.pidfd_open}
        1    0.000    0.000    0.000    0.000 print_page_options.py:158(PrintOptions)
        2    0.000    0.000    0.000    0.000 shared_utils.py:48(make_version_tuple)
        8    0.000    0.000    0.000    0.000 base_events.py:620(_check_running)
        1    0.000    0.000    0.000    0.000 event.py:189(UnmapNotify)
        8    0.000    0.000    0.000    0.000 functools.py:845(_is_valid_dispatch_type)
       26    0.000    0.000    0.000    0.000 {built-in method sys._getframemodulename}
        1    0.000    0.000    0.000    0.000 damage.py:78(DamageCreate)
        5    0.000    0.000    0.000    0.000 __init__.py:1702(addHandler)
        3    0.000    0.000    0.000    0.000 weakref.py:369(remove)
        1    0.000    0.000    0.000    0.000 request.py:1303(FreeColors)
        1    0.000    0.000    0.000    0.000 error.py:83(XResourceError)
        1    0.000    0.000    0.000    0.000 request.py:906(SetClipRectangles)
        1    0.000    0.000    0.000    0.000 composite.py:216(GetOverlayWindow)
        4    0.000    0.000    0.000    0.000 signal.py:36(_enum_to_int)
      196    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
        1    0.000    0.000    0.000    0.000 options.py:26(ChromiumOptions)
        1    0.000    0.000    0.000    0.000 res.py:139(QueryClientPixmapBytes)
        3    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
        6    0.000    0.000    0.000    0.000 feedparser.py:127(__next__)
        9    0.000    0.000    0.000    0.000 glob.py:223(has_magic)
        1    0.000    0.000    0.000    0.000 request.py:1755(GetModifierMapping)
        2    0.000    0.000    0.000    0.000 enum.py:1677(global_enum)
        1    0.000    0.000    0.000    0.000 decorators.py:202(decorated_method_to_deprecate)
        1    0.000    0.000    0.000    0.000 request.py:1689(RotateProperties)
        2    0.000    0.000    0.000    0.000 datastructures.py:73(__str__)
        1    0.000    0.000    0.000    0.000 _transport.py:92(__init__)
        1    0.000    0.000    0.000    0.000 _har_router.py:32(HarRouter)
        1    0.000    0.000    0.000    0.000 client.py:837(HTTPConnection)
        1    0.000    0.000    0.000    0.000 connection.py:179(Connection)
        1    0.000    0.000    0.000    0.000 request.py:1022(FillPoly)
        2    0.000    0.000    0.000    0.000 tab.py:1866(__repr__)
        1    0.000    0.000    0.000    0.000 request.py:830(GetFontPath)
        1    0.000    0.000    0.000    0.000 randr.py:565(ChangeOutputProperty)
        1    0.000    0.000    0.000    0.000 __init__.py:2751(Canvas)
        1    0.000    0.000    0.000    0.000 command.py:19(Command)
        1    0.000    0.000    0.000    0.000 _common.py:21(package_to_anchor)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        1    0.000    0.000    0.000    0.000 xinerama.py:194(GetInfo)
        1    0.000    0.000    0.000    0.000 _generated.py:19085(PageAssertions)
        1    0.000    0.000    0.000    0.000 futures.py:30(Future)
       14    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 event.py:269(GravityNotify)
        1    0.000    0.000    0.000    0.000 tempfile.py:824(SpooledTemporaryFile)
        5    0.000    0.000    0.000    0.000 typing.py:3083(__init__)
        6    0.000    0.000    0.000    0.000 weakref.py:427(__setitem__)
        1    0.000    0.000    0.000    0.000 request.py:1423(RecolorCursor)
        1    0.000    0.000    0.000    0.000 locator_converter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 event.py:393(KeymapNotify)
        1    0.000    0.000    0.000    0.000 event.py:142(NoExpose)
        8    0.000    0.000    0.000    0.000 {built-in method sys.set_asyncgen_hooks}
        2    0.000    0.000    0.000    0.000 {method 'digest' of '_hashlib.HASH' objects}
        1    0.000    0.000    0.000    0.000 subprocess.py:695(_use_posix_spawn)
        1    0.000    0.000    0.000    0.000 request.py:612(GetInputFocus)
        1    0.000    0.000    0.000    0.000 _network.py:627(WebSocketRoute)
        4    0.000    0.000    0.000    0.000 abstractdisplay.py:32(new_display_var)
        1    0.000    0.000    0.000    0.000 randr.py:805(GetCrtcGammaSize)
        1    0.000    0.000    0.000    0.000 six.py:108(MovedModule)
        1    0.000    0.000    0.000    0.000 record.py:129(RegisterClients)
        1    0.000    0.000    0.000    0.000 shape.py:111(Offset)
        1    0.000    0.000    0.000    0.000 damage.py:145(DamageNotify)
        1    0.000    0.000    0.000    0.000 argparse.py:1999(take_action)
        1    0.000    0.000    0.000    0.000 request.py:628(QueryKeymap)
        1    0.000    0.000    0.000    0.000 event.py:153(VisibilityNotify)
        2    0.000    0.000    0.000    0.000 streams.py:369(drain)
        3    0.000    0.000    0.000    0.000 xauth.py:104(get_best_auth)
        1    0.000    0.000    0.000    0.000 randr.py:1191(CrtcChangeNotify)
       60    0.000    0.000    0.000    0.000 <frozen _collections_abc>:435(__subclasshook__)
        1    0.000    0.000    0.000    0.000 event.py:292(Circulate)
        2    0.000    0.000    0.000    0.000 messages.py:84(__init__)
        2    0.000    0.000    0.000    0.000 parse.py:175(port)
        1    0.000    0.000    0.000    0.000 colored_traceback.py:4(add_hook)
        2    0.000    0.000    0.000    0.000 argparse.py:1519(_add_action)
        5    0.000    0.000    0.000    0.000 version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 proxy.py:72(Proxy)
        6    0.000    0.000    0.000    0.000 rq.py:371(__init__)
        6    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
        1    0.000    0.000    0.000    0.000 uuid.py:85(UUID)
        1    0.000    0.000    0.000    0.000 client.py:435(close)
        1    0.000    0.000    0.000    0.000 request.py:587(WarpPointer)
        1    0.000    0.000    0.000    0.000 request.py:470(GrabKey)
        1    0.000    0.000    0.000    0.000 request.py:1495(ChangeKeyboardMapping)
        1    0.000    0.000    0.000    0.000 unix_events.py:1430(can_use_pidfd)
        1    0.000    0.000    0.000    0.000 request.py:1723(GetPointerMapping)
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
        2    0.000    0.000    0.000    0.000 {function SocketIO.close at 0x7f4cc8e687c0}
        1    0.000    0.000    0.000    0.000 _assertions.py:90(PageAssertions)
        1    0.000    0.000    0.000    0.000 randr.py:393(SetScreenSize)
        2    0.000    0.000    0.000    0.000 options.py:23(Options)
        1    0.000    0.000    0.000    0.000 __init__.py:2016(Wm)
        1    0.000    0.000    0.000    0.000 event.py:200(MapNotify)
        1    0.000    0.000    0.000    0.000 event.py:372(MappingNotify)
        2    0.000    0.000    0.000    0.000 subprocess.py:108(_maybe_close_transport)
        1    0.000    0.000    0.000    0.000 request.py:1131(ImageText16)
        1    0.000    0.000    0.000    0.000 calendar.py:624(LocaleHTMLCalendar)
        1    0.000    0.000    0.000    0.000 request.py:644(OpenFont)
        1    0.000    0.000    0.000    0.000 request.py:847(CreatePixmap)
        2    0.000    0.000    0.000    0.000 shadow_fleet_lifecycle_mixin.py:79(_evolution_loop)
        1    0.000    0.000    0.000    0.000 display.py:78(Display)
        1    0.000    0.000    0.000    0.000 event.py:211(MapRequest)
        2    0.000    0.000    0.000    0.000 {built-in method posix.get_terminal_size}
        1    0.000    0.000    0.000    0.000 cookies.py:245(Morsel)
        6    0.000    0.000    0.000    0.000 easyprocess.py:253(remove_ending_lf)
        1    0.000    0.000    0.000    0.000 functools.py:651(cache)
        4    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 _file_chooser.py:25(FileChooser)
        1    0.000    0.000    0.000    0.000 idna.py:308(getregentry)
        1    0.000    0.000    0.000    0.000 parser.py:347(Attrib)
        1    0.000    0.000    0.000    0.000 escprober.py:41(EscCharSetProber)
        1    0.000    0.000    0.000    0.000 rq.py:1282(TextElements16)
       15    0.000    0.000    0.000    0.000 _connection.py:197(_update_subscription)
       61    0.000    0.000    0.000    0.000 enum.py:93(_is_single_bit)
        1    0.000    0.000    0.000    0.000 subprocess.py:104(process_exited)
       27    0.000    0.000    0.000    0.000 thread.py:47(__init__)
        1    0.000    0.000    0.000    0.000 api_templates.py:25(ApiTemplates)
        1    0.000    0.000    0.000    0.000 dbapi2.py:57(register_adapters_and_converters)
       19    0.000    0.000    0.000    0.000 enum.py:117(_iter_bits_lsb)
